id,video_id,time,author,text,lable
UggIXgxd9gUzUHgCoAEC,emN4Sz3uasU,4 years ago,Михаил Михась,красавцы уважухатак и надо гасить этих евомайданутых пидаров,
UghpcZVFbk3-8HgCoAEC.7-H0Z7-N8Nw70-LJ6ehY3C,eP4ggwPaRts,4 years ago,Аня Шашелева,алексей кожемякону а как вы здравомыслящий видите будущие если вы знаете все на перед будьте добры поделитесь с народом будет президент юля или ляшко с вилами лукашенко с жириновским на вас нет,
UggmBfby8nqW7ngCoAEC,vFnyN6QaAS8,3 years ago (edited),Евгений Адаменко,на примитивная пизда даже на дерьмове балакать толком не умеет а прикидывается хохлопатриоткой гнусность какая а какойто позорный петух зигает эту славуу украине только его никто толком не поддерживает эта зига расчитана на низменные примитивные рефлексы недоумков,
UgidktWFZdqcUXgCoAEC,29Im-7fMvtk,4 years ago,G. M. tactic,вот бля тебя бы сука на той цепочке вздернуть бы за ножки пару раз бы что бы потом не плакали нас беркут побилахаха да надо пиз так что бы на ре кости свои стать не могли,
UghKjQ9edoGZZ3gCoAEC.7-H0Z7-HG3U7-Ll-vxolsQ,T6IbEIBhb8o,4 years ago,Hoff Cinema,не того отметил,
Ugjz9D26EuyuRXgCoAEC,vFnyN6QaAS8,3 years ago,Коля Петров,сергей веселовский воин молодчина наехал и ответил классно евромайданутым уважение сергей,
UghNzFVUma3-3HgCoAEC,IqFdatdem64,4 years ago,Артур Конан Дойль,"было у вас своё государство пустили пендосов и нет больше украины
людей обманули вы не первые то же было и в ливии и сирии
зарплаты и пенсии ещё платят",
UgiKD5ZxIl-qaHgCoAEC.87RZ4i1s_wu8V737O-mWII,Y9VX0fcUZVs,10 months ago,Александр,когда вас будут кастрировать зажав яйца в тиски или двумя кирпичами вы будете хрюкать и визжать потому что вы свиньи бандеровские не должны разможаться,
UggOJ7pfmQnvRHgCoAEC,zCmV4dX5tgs,4 years ago,Marina P.,хакамаду в президенты,
UghtxQ8XFx1aHngCoAEC,rngYEzRxlWU,4 years ago,Andrew Bilogurov,новость принесли провода,
Ugi_GYmba4Y5JngCoAEC.7-H0Z7-8Nwg7-ZgECZjEmD,E950t1WGiE0,4 years ago,Olga Sobolev,была французская революциякогда изобрели гильотинучтобы головы удобнее было рубитьеё лидеры тоже в замках поселилисьа потом и их казниливсе революции питаются кровьюистория мало чему учит молодёжь,
UghS7CagmlouH3gCoAEC.85yy_s0dal48FrbDODB5et,AV127gSoJxM,1 year ago,Захар Захаров,"сдаваться москалям и быть сожженному на костре во очищение души грешной 

ето ви про одесситов",
UgjKykx1BJ7_l3gCoAEC.7-H0Z7-1sGY7-S3XqBkbU0,xTfMbgQqEeg,4 years ago,DGVcloud,тимур гареевну так мы тоже на лапти балалайку и медведя не претендуем,
UgiS8j2v6jSrdHgCoAEC,GGaQ5BDNouM,4 years ago,iammykhailo,на лице маска лет тюрьмы,
Ugj-FpPS-4cBGHgCoAEC,E950t1WGiE0,4 years ago,Yury Psifiohne,"я ща буду плеваться матом простите
какой в жопу евросоюз янукович в последний момент не подписал соглашения с ес и правильно сделал он спас украину от гибели производственной и сельскохозяйственной индустрии от евротерроризма от наплыва жителей чуркистана от повышения безработицы от более стремительного падения гривны от лишнего невозможновозратимого долга от невозможности производить и экспортировать собственные товары список можно продолжить тупая молодёжь в основном повелась на этот лоховской евроразвод получили пизды погибли изза своей глупости так им и надо поскольку сначала нужно внимательно изучать пункты соглашения прежде чем подписывать его
молдавия к слову их раскусила на раздва поищите видео чтото типа молдавия раскусила ес",
UgjeSgwmPq7343gCoAEC,eufNblKL65s,3 years ago,Иван Иванов,ктото энтого жиденка заставляет публиковаться здесьполагаю теже кто при хрущеве оплачивал его фильмыкончать его надо,
UgjR1CHlcX6c3HgCoAEC.7-H0Z7-ST_R7-ItDliVS21,K0icRY1Ae5A,3 years ago,Daniil Rudyk,иван гудыма пуская бездарная укр армия згниет в земле донбасса,
Ugiu7Rd2zoJT03gCoAEC,IqFdatdem64,4 years ago,Дом ДляТебя,спасибо вам что вы есть а людям на майдане честь и хвала,
UgiGHFwSdoXejXgCoAEC,0WsJ8-tJeC8,4 years ago,Gleb Zhiglov,здоровые лбы шляются по улице хуями груши околачивают шли бы пахать почемуто они решили что если их возьмут в евросоюз так на них сразу халява и посыпется ничего вам не даст запад на халяву оми денежки ой как умеют считать и западному налогоплательщику западло вам на халяву скидываться и еще самое глвное если на западе лучше живут так это потому что они пашут с утра на работе а не митингуют и дебильными лозунгами воду в ступе не толкут,
UgjkTD7CQpD2qHgCoAEC.7-H0Z7-AGHk7-iYs-qNWzC,vFnyN6QaAS8,4 years ago,Максим Чёрный,учи историю ,
UgjdFN_J5ufHh3gCoAEC,FXCliOGt0Jc,4 years ago,Olga Shpak,всё равно фёдорова не до конца понимаю ну если вы понимаете что до сочи нельзя вмешиваться официально асша на грани развала и длятого чтобы действоватьнужно продержаться до февраля такскоординируйте неофициальную поддержку украине направьте массы людей пусть даже наёмников да и просто понимающих положение дел людей готовых противостоять терроруя думаю не мало нашлось бы таких зачем ждать чего ждатьвсё равнонужен организатор и финансирование чтобы поднять простых людей а называть людей предателями своей родины я думаю нельзя много людей просто не понимаютс чего даже начать украина держись ради бога,
UgiuBhW9G2n7sXgCoAEC,8SqTaE4-5a4,2 years ago,Daniyal,слава новороссии,
Ugh-QQnCQNZNcXgCoAEC,o9hyneGbGoM,4 years ago,Max Wuwei,я не могу понять что хотят украина снг ,
UgjTv-Ulvjul93gCoAEC.7-H0Z7--ozP7-H1MKtKr37,T6IbEIBhb8o,4 years ago,Denis Fokin,рада своим указом уже запретила силовикам использовать огнестрельное оружие,
UggfpviyIqSk3XgCoAEC,H_ToRtwlvpI,4 years ago,Олександр Ляшенко,колорады пидарасы,
UgjiGh1DJQFN6HgCoAEC,E950t1WGiE0,3 years ago,Viktoriya M,слава богу слава украине слава героям,
UghJIRFaFR-d1XgCoAEC,fcfF_63Rk_o,4 years ago,Timur Kalujniy,ебануться зверьё какое,
UgylXRfw_nUQWpculmV4AaABAg,8SqTaE4-5a4,1 month ago,JekaMatiy Marin,кто из ,
Uggln9bXMxpCb3gCoAEC.7-H0Z7-HCZF7-HYMa_ZHry,FXCliOGt0Jc,4 years ago,Philipp Druzhinin,ты бы днище что ли не срамился иди и скажи беркуту что они собаки служаки они тебя махом козломопущения сделают,
UgjMaqF6gk6-3XgCoAEC,ADf6-ps9VaU,4 years ago,B.Ivashko,краще б зі словами вороги вставили титушек або беркут міліціонери на майдані навколо ялинки ніякі нам не вороги такі ж хлопці як і ми просто змушені там стояти вони скоріше самі за євросоюз,
Ugi63Dplv354oXgCoAEC.7-H0Z7-3aUb7-HKOb_HD40,XK1A8MPb6Ro,4 years ago,Horvi Hor,там пипикают не якобы а именно в поддержку ибо не тупое нажатие а ритмичное идиот,
UghxhqF5tn8FX3gCoAEC.7-H0Z7-9Fa77-H4zLgQd9m,-1q9A3eSiHg,4 years ago,vladimir suchoy,"они очень любят насрусских
яплякалъ
так меня разрул или
а ведь поставят там в донбассе ракетыесли согласимся",
UgjyRdH17IF_d3gCoAEC.7-H0Z7-ISfV7-HK6vZvwgA,FXCliOGt0Jc,4 years ago,Daniel Maxakov,"кратко не верят и так же относятся
единственное нормальное интервью о майдане",
UgjcNR7cMt3cbngCoAEC.7-H0Z7-2-Q67C5bcjwPxPO,H_ToRtwlvpI,3 years ago,Андрій Поліщук,о а то я думав щови там всі зомбакі тупі,
UgiyRaWXdwoi6XgCoAEC,XZOmqRzLqp8,4 years ago,Evgeny S,вечная память спасибо вам,
UgilAOVetQrdb3gCoAEC.7-H0Z7-HRC77-H9w1lpviO,uhwtsjFbQK4,4 years ago,Сергей Беров,узбагойся,
UggW8TDH2AwKKXgCoAEC,T6IbEIBhb8o,4 years ago,Людмила,вот уж не думала в стране которая в войне с фашистами понесла такие человеческие потери приведет к власти нацистов поздравляю всех дибилов кто поддержал этот гос переворот вы все в жопе товарищи теперь у вас вообще нет никакой власти и вы банкроты а видео лажа удалите его всем же понятно что это не беркут,
UggAVNVtftIxongCoAEC,seKRkKwUEdE,1 year ago,vNeyroVOLv,"з хлопцями із задоволенням слухали вас на майдані 
на кп під час вашого виступу не було кому чатувати всі йшли вас послухати
дякую вам",
UgwsGo3WUISyINHNMrB4AaABAg,eufNblKL65s,8 months ago,Вован Сидорович,"даже кончаловский которого я уважаю говорит владимир владимирович путин
но так же не можно ведь сказано уже хуйло так и надо говорить дальше а не подлизываться
короче россияне из вас нихуя не получится рабами были рабами и останетесь на всё обозримое
будущее",
UggUfrKDnOzhRHgCoAEC.842zdzVLpE489LDFFXI6ln,zCmV4dX5tgs,2 years ago,Вася Чапаев,вася чапаев а какая какая советская стипендия была у хамкисмкада во время учёбы в плохом советском университете,
Ugjkql2-Z3mw3ngCoAEC.7-H0Z7-8H-W7-T6796QD9K,SwZ_LW9NsUE,4 years ago,вадим луганский,сергей редькопредприятие у которого директор с головой проблем нет и закрываться нихто не собирается а если гребануть кредитов под оборудование то легкобабки в карман предприятие на ломи арать тут не нужно,
UghnGKRl5K4ce3gCoAEC,T6IbEIBhb8o,4 years ago,игорь карандаш,правильно мочить надо бандеру наркоши конченые,
Ugjp_cDCpTVwlXgCoAEC.7-H0Z7-Cq7i7-H5k8jctVJ,FXCliOGt0Jc,4 years ago,Jack Franklin,северный ветерсомневаюсь что ты мой батя ведь не морской бриз,
UgjG8tYIDmNEdHgCoAEC.7-H0Z7-78Zl7-IWaFPNscX,0WsJ8-tJeC8,4 years ago,Елена Смирнова,андрейне говори за другихлюди сами умеют думать,
Ugi94v9KNP8u4XgCoAEC,zCmV4dX5tgs,4 years ago,Ruslan Topolevsky, об оунупа через дней после начала войны жуткие вещи рассказывает крашенинникова однако к реальным событиям это не имеет никакого отношения пропаганда продолжает действовать что в головах делается,
UgzfR9jp6jsTMwV3z7p4AaABAg,8SqTaE4-5a4,2 months ago,Евгения Остапчук, есть,
Ugi23k8-f9TXtngCoAEC,8SqTaE4-5a4,4 years ago,Imax,а почему вы только киев показывали,
UghZqne-TK84vHgCoAEC,eufNblKL65s,3 years ago,Valera Vox,себя поставил в ряд великих от этого он круче не стал статист знает про анголу и бурунди в общем тупой бред,
Ugge6huxIHFV2HgCoAEC,eufNblKL65s,3 years ago,юрий матушевский,андрей спасибо хочется гордится великой россией не могу мне стыдно,
UggENjRLZywDr3gCoAEC,8SqTaE4-5a4,2 years ago,Анна Кривець,клас слава україні,
UggBkCTqCf2z33gCoAEC,xTfMbgQqEeg,4 years ago,Andrii Zinchenko,почему просто не говорить правду на майдане стояло человек минимум а все почему а все потому что путин боится что бы русь матушка не восстала русский мужик долго запрягаетда быстро едет вам говорят не правду а вам и хорошо мол хохлов вышло сейчас уйдут а они почему то не уходят может стоит задуматься почему мы вышли на майдан может все таки мы хотим перемен,
UgjhDMHfQfJvUngCoAEC.88oq9zP9sS_8A14HO0y8Eb,H8ABnhoxhMw,2 years ago,Александр Чехонадский,"пора валить 
российский налогоплательщик пётр порошенко заплатил около млн рублей в бюджет россии достроил вторую фабрику в пгт сенцово липецкий район а украинцы продолжают скакать",
UghpHb1pT2OWfXgCoAEC.7-H0Z7-8GUe7-HDNO7a_8o,GGaQ5BDNouM,4 years ago,HeavenFragment,о кацапский музыкальный эксперт пожаловал,
UgwpUZec7sTzG52QcXl4AaABAg,_k-gDXrfu-s,3 months ago,M0LOKO  SHOW,как беркут убивал патриотов ужас смотреть,
UghMHVoLY773IHgCoAEC,GGaQ5BDNouM,4 years ago,Денис Бонд,молодец восток за смену власти пацаны но против ес и бандеровских порядков,
UgiDnsPP1RyDaHgCoAEC,8SqTaE4-5a4,4 years ago,Софія Ройко,"слова пісні дають сили і дуже класно зроблено відео
молодець",
Ughpedgc9XJckHgCoAEC.8EvcGrUNqPU8GhmhNTiWR1,bwkpMD8HQxU,1 year ago,женя смит,послухай москаля зроби навпаки поняв чмо кацапське,
Ugho8o6X4DOw3ngCoAEC.7-H0Z7-EJoz7-qQ2dk-2WR,eufNblKL65s,3 years ago,Speedsky,грамматика не к черту возможно распадется но украина уже распадается и врятли останется в тех же границах хотя бы лет ,
UggB0SATT654sHgCoAEC,0WsJ8-tJeC8,4 years ago,huport10,хочешь почувствовать себя настоящим европейцем причастность к высокоразвитой цивилизации проникнуться духом европейских ценностей надевай кастрюлю на голову фуфайку портянки и бегом нахй на майдан скакать,
UgjzpkhmZ7UZtngCoAEC.8DcTYBtrTmm8XeS3qAg3lW,8SqTaE4-5a4,8 months ago,Виталик Симоненко,есть люди добрые,
UghFbyr-uJCKT3gCoAEC.7-H0Z7-8L-Q7-LBRdc-ptg,F_y2fwWwyrU,4 years ago,МИРОСЛАВ КАРПЮК,и эбал я твою маму в рот шоб такие ублюдки как ты не получались,
UggsmvjQNuNZd3gCoAEC,4D2EPDACTqY,4 years ago,Solver,о уже эти георгиевские ленточки выдалинаверное этих киевлян из донецка вместе с ввшниками привезли,
Ugg2o_CjGQQsfXgCoAEC,XK1A8MPb6Ro,4 years ago,Sinedd Kam,респект и уважуха,
UghZfRrBwxbHrXgCoAEC,FMdk1D1ktBw,4 years ago,Максим Прохоров,да беркут козлы уроды мудаки но кто их довёл до красного каленияили им приятно получать по роже брусчаткойвот ребята и сорвались хотя и перестарались мабуть накипело,
Ugi-2HZSVd73lHgCoAEC.7-H0Z7-G5Ep8dAvPuuXbCQ,cLoxyBPq4ec,3 months ago,Мишаня /Ростов-Дон/,клиент связного точноа их предупреждали,
UghsK21NeFHCu3gCoAEC.7-H0Z7-9O8q7-SWm-ib4ut,8SqTaE4-5a4,4 years ago,Ігор Марутяк,яка різниця я російську люблю теж,
Uggb1DjWT2NrBXgCoAEC.7-H0Z7-T35i7-fh-6cg6hx,KTtAtejbA88,4 years ago (edited),MrReg52,полностью поддерживаю участники протеста на фоне своего желания халявы думать уже совсем перестали работать надо и все жизнь покажет как хорошо им будет жить под западом бесит то что они сами себе веревку на шею вешают не ведитесь вы на эти жалкие провокации вы пешки в чужой игре игре западных лидеров стремящихся расширить свою зону влияния ближе к россии и жалкой оппозиционной верхушки продающейся за кусок власти а на украинский народ им уж точно начхать,
UghVXoNXsqygaHgCoAEC,RbK-E3N8bf8,4 years ago,Xzzz Xzzz,пидорасы майдановские вы не видите курс или цены зачем вы это делаете ваш пидор ющенко и тварь юля уже были и шо пизда была всему бензин курсгаз и тд,
UghYayqFKsOIHHgCoAEC,yjMs_vAV6S8,4 years ago,Анна Кедысь,еще одна мирная акция,
Ugjt8fH1GD3KyngCoAEC.7-H0Z7-QGWQ7-MydF--Zld,eRNgCIsFhAo,4 years ago,Шандровська Катерина,ти ще більший лох настільки себе не поважаєш що й імя своє з малої букви пишеш,
UggFR6ob6vbah3gCoAEC,zCmV4dX5tgs,4 years ago,Ути Пути,хакаиадка тупая помадка,
Ugjvj7rWuVi6sngCoAEC.7-H0Z7-JXvo71DIiJBzoHY,t8u6l6BNEb0,4 years ago,Антон Славянов,не ведаешь дурачёк,
UggxL0sM6_-ZiXgCoAEC.8AmwhXkE_Ml8_Z5571guY4,8SqTaE4-5a4,6 months ago,Аля Стрижакова,спасибо,
Ughdzf6aHL5dv3gCoAEC.7-H0Z7-EdMu7-nHxkoOqoU,uhwtsjFbQK4,4 years ago,MrDollgun,украинцам нужна в первую очередь а в политическом и стратегическом плане она нужна как россии так и европе да и не поверхностно я вижу сам недавно там был,
Ugh09xjFduoPFngCoAEC,uhwtsjFbQK4,4 years ago,Volgsin,"голос за кадром мне поуй 
зы все это не есть хорошо",
UgiKIfm9aNrDvHgCoAEC,V8B4KOpCSV0,4 years ago,Андрей Трепаков,для находящихся в информационной изоляции могу немного добавить вам рассказывают что на донбассе диверсантов спонсирует янукович ефремов и даже ахметов та вот к управлению лнрднр на пушечный выстрел не подпускают регионалов приедь янукович в луганск и его там повесят тут позиция новороссии более последовательна чем на майдане нет своих честных олигархов а вот чем занимаются любители люстрации в киеве убрали одного олигарха посадили на его место другого и успокоились не ужели в украине мало коррупционеров и проворовавшихся олигархов,
UgiBAiP5OYjJ9ngCoAEC,_k-gDXrfu-s,2 years ago,02 Lolou,я був в школі коли це сталося но сосідню школу тітушки напали а у нас рази сигналізація спрацьовувала,
UgiGoctK0wqAXXgCoAEC.7-H0Z7-62Lj7-H2aKhKqi_,TATn7Q207y0,4 years ago,Alisa lisa, яке влучне висловлення підтримуємо,
UgjvXmILwIn3zngCoAEC,xTfMbgQqEeg,4 years ago,Роман Каунов,"украина и россия одно государство должно быть для общей нашей безопасности все ровно к этому прийдет все
",
UgiQCoBdhauWqXgCoAEC.7-H0Z7-8CZj7-HSIA2Vqe7,uhwtsjFbQK4,4 years ago (edited),Николай НеГоголь,"бодгер боднар
притча в «лихие» е случилось одной конторе «рога и копыта» обрести строение на ул моховой одно из старых зданий московского университета в новое высотное здание на ленинских горах мгу переехал в г и вот менеджеров «рогов и копыт» узнавших историю своего здания по табличке «охраняется государством» на стене вдруг осенило для успеха коммерции неожиданный ход — объявить свое заведение настоящим московским университетом на том якобы основании что здание на воробьевых ленинских горах находится у «черта на куличиках» цитирую да и появилосьто лишь в советские годы — в общем «новодел» ну и повесили вывеску у дверей мол здесь находится московский университет со времен своего основания и объявляет прием студентов только почемуто студентов так и не удалось им набрать вы не подскажите это почему",
UgjxoLqhrL6A5HgCoAEC,eufNblKL65s,3 years ago,Denis Pepelyaev,русофобов гнать поганой метлой из россии пусть живет в америке обычный предатель,
UgjefCdmMAhy0HgCoAEC.7-H0Z7-Og5R7-R-RW6YDAr,FXCliOGt0Jc,4 years ago (edited),Доб Ро,поиск монетвы видать любите официально в пукан долбиться езжайте во францию там всё можно,
UggDUFEL9i1ttHgCoAEC,8SqTaE4-5a4,4 years ago (edited),vangle,"как же все это достало
хватит ссориться мы же братья
орать мол он хохол или москаль это глупо и настолько неуважительно к двум прекрасным странам
а по поводу украины думаю надо было раньше думать ведь у вас демократия свободные выборы нужно было думать за кого голосовать",
UggoA74EMcZxz3gCoAEC,uhwtsjFbQK4,4 years ago,Vsevolod Ch.,захватывающее зрелище ,
UgiCnnIWGfjNjHgCoAEC.7-H0Z7-Gk-N70pcFWlTYOz,eufNblKL65s,4 years ago,Доцик я,мечтайте мечтайте в рашепараше только это и осталось делать ,
Ugj74J1YryOkF3gCoAEC.82kVH0tWCCo86VKPZD0ZCl,E950t1WGiE0,2 years ago,Laspi Group,сергей анатольевичи я на уверен что мы вернемся домой в россию как и крым,
UgiOMdyBoTfi4HgCoAEC.7-H0Z7-SZmz7-H27j_wFBB,T6IbEIBhb8o,4 years ago,Rey Po,приятно читать здравые мысли на украинском языке хоть и не привычно но это не в укор вам а тем кто на этом языке вулканирует гадостью,
UghWKjqEluiZEHgCoAEC.7-H0Z7-OUa08QyABmtCheU,eP4ggwPaRts,1 year ago,Руслан Школьник,жаль твою хромосому,
UggGWrapxFUbrXgCoAEC,T6IbEIBhb8o,4 years ago,Tepliy Fugas,поддержи скинь денег яндексденьги ,
Ugjya_1fMiQU53gCoAEC.7-H0Z7-S8hg7-MyMnb-Hk8,FMdk1D1ktBw,4 years ago,UAConstantine,михаил левченкотак поднимай качество своей продукции пошлины снимут может и такое качество станет приемлемым если ты нищий то не говори за всех,
Ugiq9uNOhHCzg3gCoAEC.882nRL9Tf7U8CHpvUfBI5W,zCmV4dX5tgs,2 years ago,TolstyLuis,диалог возможен о ней,
UgiGXVv0-XzBjngCoAEC.7-H0Z7-KN187-KUqOB0Qhc,E950t1WGiE0,4 years ago,Александр Бро,в крыме крымской военной техники нет и не былоа если и были отдельные части то крым является украинской территорией и какой договорнагло заехали и начали угрожать нашим солдатам и захватывать частио каком договору вы говоритебылбы договор сейчас былбы такой ажиотаж вокруг этой проблемедумайте сами,
UghKfS4JRl85L3gCoAEC,7xpI5dMsnEM,4 years ago,NEWSKYTOP,твари самих раздеть с их воровским прызыдэнтом,
UggetBegJMfRXHgCoAEC.7-H0Z7-Lmgn7-aa8aH1JNE,d88DwqC8YGk,4 years ago,Charles Jones,аааааааааа,
UginzDWIZnsj3ngCoAEC.7-H0Z7-7LnU7-sXlcRwRDb,K0icRY1Ae5A,3 years ago,Richard The Lionheart,андрей шишкини шо я должен был вспомнить за одессу и забыл,
UghEXeIHgMIXQHgCoAEC,P3g3Aj01CQA,1 year ago,SheikerSPb,одни пидарасы захватили казну у других мудаки в коментах чтото спорят,
Ugj2yrnfKonYOngCoAEC,T6IbEIBhb8o,4 years ago,Sergey Barinov,сук блять гранатами закидать майданутых выблядков,
UgjYLsQnJ56R2XgCoAEC.7-H0Z7-J5o57-H2v9n1Wmu,T6IbEIBhb8o,4 years ago,Zmey418,это титушки выполняют грязную работу януковича,
Ugici-nXXQPm73gCoAEC,V8B4KOpCSV0,2 years ago,toni banov,вся россия за вас донбас вы умрёте и мы прийдём возьмём ваше оружие и дадим всем под сраку а укропы если не поймут то тудаже в яму,
UgjWDpSXCeic23gCoAEC.7-H0Z7-4tx07-HKKusMqf7,FXCliOGt0Jc,4 years ago,Вячеслав Лоскутов,сволочь и еще какая,
Ugg2apNCMtYed3gCoAEC.7-H0Z7-M0IZ7DhXC7fHgZk,8SqTaE4-5a4,2 years ago,Dasha RedHead,мы первые начали все это не конкретно мы но наша страна,
UgiQOHtwRVo3engCoAEC,zCmV4dX5tgs,4 years ago (edited),DS,"мразь сука пендосовская подстилка тварь
",
Ugi0gPxXxGjMT3gCoAEC.8-3Q8ULmaNm8AvnpyWvrbe,XW6hWPZglv8,2 years ago,евгений ибн самуилович мамедов,спасибо за адекватный вопросмагазины полныефурыжд паромы справляютсясвет стабиленгаз вообще без проблемдумайте про нас что хотитемы все равно вас помними не видим врагамивраги в киеве,
Ugg3HCqhwGefa3gCoAEC.7-H0Z7-5s6q715K1wgPWh6,eufNblKL65s,3 years ago,Елена Бедерова,сережа бел сибиряксловами цивилизованная страна прикрывают ложь и беспредел о котором рядовым гражданам не рассказывают чем цивилизованнее страна тем страшнее ее реальные планы и действия по отношению к соседям конечно,
Ugh5PoJhyUTNMngCoAEC.7-H0Z7-Ny0i7-QM6-3hTFf,FXCliOGt0Jc,4 years ago,СВЕТА ИВАНОВА,воры тот же госдеп,
UgiVM1qiwLmpi3gCoAEC.7-H0Z7-0-OA7AnL6bU505l,AyVvGv4Seag,3 years ago,ZAWERZAW,алексей макаровтоже самое гитлеровцы в пиздели и где они сейчас нацик,
UgjrBV22DWLUAngCoAEC,T6IbEIBhb8o,4 years ago,Юрий Самойленко,бендеравцы пидарасы вместе кличко тягнибоком и яценюком уюбка повесить бы всех,
UggKXfJ4hPTISXgCoAEC,T6IbEIBhb8o,4 years ago (edited),Сергей Кондауров,ребята я к авторам объясните актёру тюза что приклад автомата надо упирать в плечоа то как девочка держит,
UgjNqLT5y7fPa3gCoAEC,wObv3OVPk30,4 years ago,Mihal Ivanich,надеюсь украинцам хватит ума восстановить статьи враг народа и пособник врагов народа и вот эту всю шушеру осудить чтоб и нашим портянкам в назидание было,
Ugi6WkHsPU_l-HgCoAEC,d88DwqC8YGk,4 years ago,александр варанкин,смотрю февраля отличные эксперты все правильно предсказали то ли еще будет,
UghJORkTlKZ3TngCoAEC.7-H0Z7-B9cD78eCYGvGELF,eufNblKL65s,3 years ago,магомед гасанов,у тебя вместо мозгов солома,
UghAaLpB3RcjzngCoAEC,TndPVq0zp7I,4 years ago,Eugen Krekoten,героям слава,
Ugiwzbw0qvYaL3gCoAEC.7-H0Z7-AOXL7-JNIDOpmb1,0WsJ8-tJeC8,4 years ago (edited),Вад Вадим,просто мочить оккупантов надо вот и всё рецепт прост вполне может статься что мы перенесём эту путинскую инфекцию и если перенесём то приобретём иммунитет к рашке навсегда просто не надо унывать если ты конечно хочешь жить в своей стране и не хочешь чтобы твои дети и внуки воевали во славу рускава аружия кде нить на дальнем востоке через десяток лет но были по прежнему притесняемыми если есть дети а ещё лучше несколько то не надо бояться и смерти в борьбе за родину еслы ты её конечно хочешь иметь а вот если нет покамест детей то стоит поторопиться чтобы завести их а потом уже думать об участии в сопротивлении,
Ugj2uJGJtL0JkHgCoAEC,8SqTaE4-5a4,4 years ago,Valentyn Zmiievskyi,сльози в очах мурашки по шкірі,
Ugh4CLs1U8605HgCoAEC,emN4Sz3uasU,1 year ago,YouMusic,пацани толпою сильні ну так бидло засцяло по одному ебать а би колись мені хоть один в рукі попася буду сука мордувати,
UggKfbpzMpCLrXgCoAEC.7-H0Z7-UyeL7-H6llUQ9Mi,T6IbEIBhb8o,4 years ago,Air Bender,"иван лебедев
чуєш ти гівна кавалок економіку треба відновлювати не після майдану а після ахуєнної стабільності партії ригіонів",
UgiuU30MHVqZGXgCoAEC.7-H0Z7-5LIb8clS1WVgrWb,H_ToRtwlvpI,3 months ago,†ПеЧеНьКа†,не говорю это всем русским а только таким как тыпошёл на хуй и дай бог хороший,
Ugj2wEdYwazH33gCoAEC,8SqTaE4-5a4,4 years ago,Duwactik,я за то что россия и украина была в отличных отношениях,
UgiUfvXn3WrSqXgCoAEC,gnaFcQuJeHM,2 years ago,TheSliderMil,говорит про флаг и при этом носит патч стон айленд,
Ughoiz3zbi8gSXgCoAEC,uhwtsjFbQK4,4 years ago,xDshkiper,у меня есть знакомые которые поехали туда за деньги и довольно неплохие деньги для студентов прям в самый раз стадо проплачено провокаторы проплачены остальные просто там тусят бомжи на халявные шмотки еду и ночлег со всей киевской области съехались майдан весь замусорен улицы засраны вот вам и евромайдан только жаль что большинство людей не читало договор об ассоциации ух как жаль,
UgjtmENVDVXP-HgCoAEC,bkrHEut79Jw,4 years ago,Tarasylo,макаки противні так і хочеться в табло дати щоб аж на сраку сів,
UgiL2T1HU_hoqHgCoAEC,gWKCJyq_kJ8,4 years ago,ihave1," майдан не удалсяно гимн у украины самый красивый в мире
гимн унылое тоскливое гавно",
UggO6Vp38buBOXgCoAEC,eufNblKL65s,3 years ago,сергей кудрин,все правильно говоритспасибо за это горбачеву и ельцину ну и конечно же всем олигархам и чиновникам,
UggH0zsxGDUwQXgCoAEC,T6IbEIBhb8o,4 years ago,САЙПУЛЛА МУГАДОВ,"не может быть украинские власти решили отпор дать тварям молодцы давно надо было боевыми отстреливать тварей изменщикам родины своей
",
UghVmKfzao1FVngCoAEC.7-H0Z7-1TZq7-H5qV6JlVr,T6IbEIBhb8o,4 years ago,TheFuktastic,да никого майдан не грабит никаких мирных людей не убивают сколько вам российским баранам нужно еще объяснять заебали своей тупостью,
UggmGmWYS1qRPngCoAEC,AV127gSoJxM,3 years ago,voldemarvitovski,білоруси нас розуміютьскинемо катів,
UghbcwpBN9-FXXgCoAEC.7-H0Z7-AmBH7-Wl1TOIMqx,8SqTaE4-5a4,4 years ago,Вячеслав Башта,"блятькакая могла быть ситуацияпро которую не гремели по телику но мы могли разделитьсяв каких границахпо какому принципукто противоборствующие стороны
почитай историю за охуетьтогда много чего быломне каждый выкрик каждого петушка в инете прочитать за этот периодо чем я должен читатькак это выбить в гуглкак найти точего не было
ты в каком городе живёшь и обоснуйчем тебе круто жить в очередном приднестровье",
Uggq1x2VWuA3Y3gCoAEC,T6IbEIBhb8o,4 years ago,wolkodintyl,если нас думающих что всё это гавно должно закончиться так многопочему это не кончается,
UgihcvKZ-eUa4XgCoAEC.84fxlbtfsKW89BNNUxQe1I,E950t1WGiE0,2 years ago,Русскоговорящая Украинка,"не смешите меня так света и газа нет в крыму керчи а в украине свет и газ есть в домах тепло и на столе горячий ужин
и если понадобится то революций будет на все цвета радуги пока украинский народ не выберет достойного правителя
а вот вы в своём сссровском болоте точно загнили по самые ноздри вам везде кажется сша и хозяева ну это и понятно вы же уже с ых годов были проданы сша правда для вас это не факт но сша рашку имеет рабом ещё с ых
так что не парься так за мою страну лучше пойди подмети двор возле своего подъезда",
